BRAINBYSITE.TXT
Who has access

System properties
Type
Text
Size
577 KB
Storage used
577 KB
Location
Colab Notebooks
Owner
Whisper
Modified
May 27, 2021 by Whisper
Opened
9:01 AM by me
Created
8:57 AM
No description
Viewers can download
AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|0.1|0.1|0.1|Benign/Borderline|33|41942505|Male|Germ Cell Tumors|2016|0.1|0.1|0.1
0-19|0.2|0.3|0.3|Malignant|110|41942505|Male|Germ Cell Tumors|2016|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Benign/Borderline|25|41921243|Male|Germ Cell Tumors|2017|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Malignant|129|41921243|Male|Germ Cell Tumors|2017|0.3|0.4|0.3
0-19|0.1|0.1|0.1|Benign/Borderline|31|41442486|Male|Germ Cell Tumors|2018|0.1|0.1|0.1
0-19|0.2|0.3|0.2|Malignant|87|41442486|Male|Germ Cell Tumors|2018|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Glioblastoma|2004|~|~|~
0-19|0.1|0.2|0.2|Malignant|76|41889233|Male|Glioblastoma|2004|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Glioblastoma|2005|~|~|~
0-19|0.1|0.2|0.1|Malignant|61|42006384|Male|Glioblastoma|2005|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Glioblastoma|2006|~|~|~
0-19|0.1|0.2|0.2|Malignant|68|42158997|Male|Glioblastoma|2006|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Glioblastoma|2007|~|~|~
0-19|0.1|0.2|0.2|Malignant|68|42367071|Male|Glioblastoma|2007|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Glioblastoma|2008|~|~|~
0-19|0.1|0.2|0.2|Malignant|67|42541971|Male|Glioblastoma|2008|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Glioblastoma|2009|~|~|~
0-19|0.2|0.2|0.2|Malignant|83|42609915|Male|Glioblastoma|2009|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|42549015|Male|Glioblastoma|2010|~|~|~
0-19|0.1|0.2|0.2|Malignant|67|42549015|Male|Glioblastoma|2010|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|42367323|Male|Glioblastoma|2011|~|~|~
0-19|0.2|0.2|0.2|Malignant|84|42367323|Male|Glioblastoma|2011|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|42176956|Male|Glioblastoma|2012|~|~|~
0-19|0.1|0.2|0.2|Malignant|79|42176956|Male|Glioblastoma|2012|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|42036128|Male|Glioblastoma|2013|~|~|~
0-19|0.2|0.3|0.2|Malignant|92|42036128|Male|Glioblastoma|2013|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|41955322|Male|Glioblastoma|2014|~|~|~
0-19|0.1|0.2|0.2|Malignant|77|41955322|Male|Glioblastoma|2014|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|207689081|Male|Glioblastoma|2014-2018|~|~|~
0-19|0.2|0.2|0.2|Malignant|387|207689081|Male|Glioblastoma|2014-2018|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|41934839|Male|Glioblastoma|2015|~|~|~
0-19|0.2|0.2|0.2|Malignant|82|41934839|Male|Glioblastoma|2015|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|41942505|Male|Glioblastoma|2016|~|~|~
0-19|0.2|0.2|0.2|Malignant|82|41942505|Male|Glioblastoma|2016|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|41921243|Male|Glioblastoma|2017|~|~|~
0-19|0.1|0.2|0.2|Malignant|71|41921243|Male|Glioblastoma|2017|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|41442486|Male|Glioblastoma|2018|~|~|~
0-19|0.1|0.2|0.2|Malignant|77|41442486|Male|Glioblastoma|2018|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Glioma malignant, NOS|2004|~|~|~
0-19|0.5|0.6|0.6|Malignant|228|41889233|Male|Glioma malignant, NOS|2004|0.5|0.6|0.5
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Glioma malignant, NOS|2005|~|~|~
0-19|0.5|0.6|0.5|Malignant|223|42006384|Male|Glioma malignant, NOS|2005|0.5|0.6|0.5
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Glioma malignant, NOS|2006|~|~|~
0-19|0.5|0.7|0.6|Malignant|244|42158997|Male|Glioma malignant, NOS|2006|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Glioma malignant, NOS|2007|~|~|~
0-19|0.5|0.7|0.6|Malignant|245|42367071|Male|Glioma malignant, NOS|2007|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Glioma malignant, NOS|2008|~|~|~
0-19|0.6|0.7|0.6|Malignant|273|42541971|Male|Glioma malignant, NOS|2008|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Glioma malignant, NOS|2009|~|~|~
0-19|0.6|0.7|0.6|Malignant|273|42609915|Male|Glioma malignant, NOS|2009|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|42549015|Male|Glioma malignant, NOS|2010|~|~|~
0-19|0.6|0.8|0.7|Malignant|286|42549015|Male|Glioma malignant, NOS|2010|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|42367323|Male|Glioma malignant, NOS|2011|~|~|~
0-19|0.6|0.8|0.7|Malignant|283|42367323|Male|Glioma malignant, NOS|2011|0.6|0.8|0.7
0-19|0.0|0.1|0.0|Benign/Borderline|17|42176956|Male|Glioma malignant, NOS|2012|0.0|0.1|0.0
0-19|0.6|0.8|0.7|Malignant|281|42176956|Male|Glioma malignant, NOS|2012|0.6|0.7|0.7
0-19|0.0|0.1|0.0|Benign/Borderline|18|42036128|Male|Glioma malignant, NOS|2013|0.0|0.1|0.0
0-19|0.6|0.7|0.7|Malignant|273|42036128|Male|Glioma malignant, NOS|2013|0.6|0.7|0.6
0-19|0.0|0.1|0.1|Benign/Borderline|23|41955322|Male|Glioma malignant, NOS|2014|0.0|0.1|0.1
0-19|0.6|0.7|0.6|Malignant|264|41955322|Male|Glioma malignant, NOS|2014|0.6|0.7|0.6
0-19|0.1|0.1|0.1|Benign/Borderline|127|207689081|Male|Glioma malignant, NOS|2014-2018|0.1|0.1|0.1
0-19|0.6|0.7|0.7|Malignant|1388|207689081|Male|Glioma malignant, NOS|2014-2018|0.6|0.7|0.7
0-19|0.0|0.1|0.1|Benign/Borderline|22|41934839|Male|Glioma malignant, NOS|2015|0.0|0.1|0.1
0-19|0.6|0.8|0.7|Malignant|304|41934839|Male|Glioma malignant, NOS|2015|0.6|0.8|0.7
0-19|0.0|0.1|0.1|Benign/Borderline|30|41942505|Male|Glioma malignant, NOS|2016|0.0|0.1|0.1
0-19|0.6|0.8|0.7|Malignant|296|41942505|Male|Glioma malignant, NOS|2016|0.6|0.8|0.7
0-19|0.0|0.1|0.1|Benign/Borderline|22|41921243|Male|Glioma malignant, NOS|2017|0.0|0.1|0.1
0-19|0.7|0.9|0.8|Malignant|322|41921243|Male|Glioma malignant, NOS|2017|0.7|0.9|0.8
0-19|0.1|0.1|0.1|Benign/Borderline|31|41442486|Male|Glioma malignant, NOS|2018|0.1|0.1|0.1
0-19|0.4|0.6|0.5|Malignant|209|41442486|Male|Glioma malignant, NOS|2018|0.4|0.6|0.5
0-19|0.0|0.1|0.0|Benign/Borderline|17|41889233|Male|Hemangioblastoma|2004|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|41889233|Male|Hemangioblastoma|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Hemangioblastoma|2005|~|~|~
0-19|~|~|~|Malignant|~|42006384|Male|Hemangioblastoma|2005|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|16|42158997|Male|Hemangioblastoma|2006|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|42158997|Male|Hemangioblastoma|2006|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|20|42367071|Male|Hemangioblastoma|2007|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|42367071|Male|Hemangioblastoma|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Hemangioblastoma|2008|~|~|~
0-19|~|~|~|Malignant|~|42541971|Male|Hemangioblastoma|2008|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|16|42609915|Male|Hemangioblastoma|2009|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|42609915|Male|Hemangioblastoma|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|42549015|Male|Hemangioblastoma|2010|~|~|~
0-19|~|~|~|Malignant|~|42549015|Male|Hemangioblastoma|2010|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|24|42367323|Male|Hemangioblastoma|2011|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|42367323|Male|Hemangioblastoma|2011|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|22|42176956|Male|Hemangioblastoma|2012|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|42176956|Male|Hemangioblastoma|2012|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|42036128|Male|Hemangioblastoma|2013|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|42036128|Male|Hemangioblastoma|2013|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|20|41955322|Male|Hemangioblastoma|2014|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|41955322|Male|Hemangioblastoma|2014|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|90|207689081|Male|Hemangioblastoma|2014-2018|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|207689081|Male|Hemangioblastoma|2014-2018|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|41934839|Male|Hemangioblastoma|2015|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|41934839|Male|Hemangioblastoma|2015|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|18|41942505|Male|Hemangioblastoma|2016|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|41942505|Male|Hemangioblastoma|2016|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|21|41921243|Male|Hemangioblastoma|2017|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|41921243|Male|Hemangioblastoma|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|41442486|Male|Hemangioblastoma|2018|~|~|~
0-19|~|~|~|Malignant|~|41442486|Male|Hemangioblastoma|2018|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|32|41889233|Male|Hemangioma|2004|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|41889233|Male|Hemangioma|2004|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|20|42006384|Male|Hemangioma|2005|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|42006384|Male|Hemangioma|2005|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|36|42158997|Male|Hemangioma|2006|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42158997|Male|Hemangioma|2006|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|53|42367071|Male|Hemangioma|2007|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42367071|Male|Hemangioma|2007|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|46|42541971|Male|Hemangioma|2008|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42541971|Male|Hemangioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|62|42609915|Male|Hemangioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42609915|Male|Hemangioma|2009|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|54|42549015|Male|Hemangioma|2010|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42549015|Male|Hemangioma|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|70|42367323|Male|Hemangioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|42367323|Male|Hemangioma|2011|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|65|42176956|Male|Hemangioma|2012|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|42176956|Male|Hemangioma|2012|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|58|42036128|Male|Hemangioma|2013|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42036128|Male|Hemangioma|2013|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|58|41955322|Male|Hemangioma|2014|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|41955322|Male|Hemangioma|2014|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|306|207689081|Male|Hemangioma|2014-2018|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|207689081|Male|Hemangioma|2014-2018|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|54|41934839|Male|Hemangioma|2015|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|41934839|Male|Hemangioma|2015|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|83|41942505|Male|Hemangioma|2016|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|41942505|Male|Hemangioma|2016|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|60|41921243|Male|Hemangioma|2017|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|41921243|Male|Hemangioma|2017|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|51|41442486|Male|Hemangioma|2018|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|41442486|Male|Hemangioma|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Malignant|~|41889233|Male|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Malignant|~|42006384|Male|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Malignant|~|42158997|Male|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Malignant|~|42367071|Male|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Malignant|~|42541971|Male|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Malignant|~|42609915|Male|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|42549015|Male|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Malignant|~|42549015|Male|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367323|Male|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Malignant|~|42367323|Male|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|42176956|Male|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Malignant|~|42176956|Male|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|42036128|Male|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Malignant|~|42036128|Male|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|41955322|Male|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Malignant|~|41955322|Male|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|207689081|Male|Local Extensions from Regional Tumors|2014-2018|~|~|~
0-19|~|~|~|Malignant|~|207689081|Male|Local Extensions from Regional Tumors|2014-2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|41934839|Male|Local Extensions from Regional Tumors|2015|~|~|~
0-19|~|~|~|Malignant|~|41934839|Male|Local Extensions from Regional Tumors|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|41942505|Male|Local Extensions from Regional Tumors|2016|~|~|~
0-19|~|~|~|Malignant|~|41942505|Male|Local Extensions from Regional Tumors|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|41921243|Male|Local Extensions from Regional Tumors|2017|~|~|~
0-19|~|~|~|Malignant|~|41921243|Male|Local Extensions from Regional Tumors|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|41442486|Male|Local Extensions from Regional Tumors|2018|~|~|~
0-19|~|~|~|Malignant|~|41442486|Male|Local Extensions from Regional Tumors|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
0-19|~|~|~|Malignant|~|41889233|Male|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
0-19|~|~|~|Malignant|~|42006384|Male|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Malignant|~|42158997|Male|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Malignant|~|42367071|Male|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Malignant|~|42541971|Male|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Malignant|~|42609915|Male|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|42549015|Male|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Malignant|~|42549015|Male|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367323|Male|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Malignant|~|42367323|Male|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|42176956|Male|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
0-19|~|~|~|Malignant|~|42176956|Male|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|42036128|Male|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
0-19|~|~|~|Malignant|~|42036128|Male|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|41955322|Male|Lymphomas and Hematopoietic Neoplasms|2014|~|~|~
0-19|~|~|~|Malignant|~|41955322|Male|Lymphomas and Hematopoietic Neoplasms|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|207689081|Male|Lymphomas and Hematopoietic Neoplasms|2014-2018|~|~|~
0-19|0.0|0.0|0.0|Malignant|43|207689081|Male|Lymphomas and Hematopoietic Neoplasms|2014-2018|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|41934839|Male|Lymphomas and Hematopoietic Neoplasms|2015|~|~|~
0-19|~|~|~|Malignant|~|41934839|Male|Lymphomas and Hematopoietic Neoplasms|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|41942505|Male|Lymphomas and Hematopoietic Neoplasms|2016|~|~|~
0-19|~|~|~|Malignant|~|41942505|Male|Lymphomas and Hematopoietic Neoplasms|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|41921243|Male|Lymphomas and Hematopoietic Neoplasms|2017|~|~|~
0-19|~|~|~|Malignant|~|41921243|Male|Lymphomas and Hematopoietic Neoplasms|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|41442486|Male|Lymphomas and Hematopoietic Neoplasms|2018|~|~|~
0-19|~|~|~|Malignant|~|41442486|Male|Lymphomas and Hematopoietic Neoplasms|2018|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|45|41889233|Male|Meningioma|2004|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|41889233|Male|Meningioma|2004|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|54|42006384|Male|Meningioma|2005|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42006384|Male|Meningioma|2005|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|50|42158997|Male|Meningioma|2006|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42158997|Male|Meningioma|2006|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|53|42367071|Male|Meningioma|2007|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42367071|Male|Meningioma|2007|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|56|42541971|Male|Meningioma|2008|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42541971|Male|Meningioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|61|42609915|Male|Meningioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42609915|Male|Meningioma|2009|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|54|42549015|Male|Meningioma|2010|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42549015|Male|Meningioma|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|68|42367323|Male|Meningioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|42367323|Male|Meningioma|2011|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|63|42176956|Male|Meningioma|2012|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42176956|Male|Meningioma|2012|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|57|42036128|Male|Meningioma|2013|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|42036128|Male|Meningioma|2013|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|61|41955322|Male|Meningioma|2014|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|41955322|Male|Meningioma|2014|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|316|207689081|Male|Meningioma|2014-2018|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|207689081|Male|Meningioma|2014-2018|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|72|41934839|Male|Meningioma|2015|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|41934839|Male|Meningioma|2015|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|45|41942505|Male|Meningioma|2016|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|41942505|Male|Meningioma|2016|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|61|41921243|Male|Meningioma|2017|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|41921243|Male|Meningioma|2017|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|78|41442486|Male|Meningioma|2018|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|41442486|Male|Meningioma|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Mixed glioma|2004|~|~|~
0-19|~|~|~|Malignant|~|41889233|Male|Mixed glioma|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Mixed glioma|2005|~|~|~
0-19|~|~|~|Malignant|~|42006384|Male|Mixed glioma|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Mixed glioma|2006|~|~|~
0-19|~|~|~|Malignant|~|42158997|Male|Mixed glioma|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Mixed glioma|2007|~|~|~
0-19|0.0|0.1|0.0|Malignant|16|42367071|Male|Mixed glioma|2007|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Mixed glioma|2008|~|~|~
0-19|~|~|~|Malignant|~|42541971|Male|Mixed glioma|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Mixed glioma|2009|~|~|~
0-19|~|~|~|Malignant|~|42609915|Male|Mixed glioma|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|42549015|Male|Mixed glioma|2010|~|~|~
0-19|0.0|0.1|0.0|Malignant|19|42549015|Male|Mixed glioma|2010|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42367323|Male|Mixed glioma|2011|~|~|~
0-19|~|~|~|Malignant|~|42367323|Male|Mixed glioma|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|42176956|Male|Mixed glioma|2012|~|~|~
0-19|~|~|~|Malignant|~|42176956|Male|Mixed glioma|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|42036128|Male|Mixed glioma|2013|~|~|~
0-19|~|~|~|Malignant|~|42036128|Male|Mixed glioma|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|41955322|Male|Mixed glioma|2014|~|~|~
0-19|~|~|~|Malignant|~|41955322|Male|Mixed glioma|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|207689081|Male|Mixed glioma|2014-2018|~|~|~
0-19|0.0|0.0|0.0|Malignant|23|207689081|Male|Mixed glioma|2014-2018|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|41934839|Male|Mixed glioma|2015|~|~|~
0-19|~|~|~|Malignant|~|41934839|Male|Mixed glioma|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|41942505|Male|Mixed glioma|2016|~|~|~
0-19|~|~|~|Malignant|~|41942505|Male|Mixed glioma|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|41921243|Male|Mixed glioma|2017|~|~|~
0-19|~|~|~|Malignant|~|41921243|Male|Mixed glioma|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|41442486|Male|Mixed glioma|2018|~|~|~
0-19|~|~|~|Malignant|~|41442486|Male|Mixed glioma|2018|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|31|41889233|Male|Neoplasm, unspecified|2004|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|16|41889233|Male|Neoplasm, unspecified|2004|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Benign/Borderline|57|42006384|Male|Neoplasm, unspecified|2005|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|19|42006384|Male|Neoplasm, unspecified|2005|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Benign/Borderline|54|42158997|Male|Neoplasm, unspecified|2006|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Malignant|24|42158997|Male|Neoplasm, unspecified|2006|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|65|42367071|Male|Neoplasm, unspecified|2007|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|22|42367071|Male|Neoplasm, unspecified|2007|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|50|42541971|Male|Neoplasm, unspecified|2008|0.1|0.2|0.1
